ID,Name,Symbol,Slug,CMCRank,Price,Volume24h,VolumeChange24h,PercentChange1h,PercentChange24h,PercentChange7d,PercentChange30d,PercentChange60d,PercentChange90d,MarketCap,MarketCapDominance,FullyDilutedMarketCap,TVL,LastUpdated,LoadedWhen,IsTopCurrency
1,Bitcoin,BTC,bitcoin,1,105367.30375223437,49741367998.97645,-28.7699,0.37189798,1.85586283,11.66068408,8.60666414,13.97199705,53.30527772,2087552827034.83,57.2082,2212713378796.92,,2025-01-19T06:58:00.000Z,2025-01-19T07:00:06.000Z,True
1027,Ethereum,ETH,ethereum,2,3283.422132034937,32048868380.591087,7.9396,-0.35180124,-0.91290288,0.42931074,-2.07890259,5.66933326,20.43360655,395663429149.5563,10.8414,395663429149.56,,2025-01-19T06:59:00.000Z,2025-01-19T07:00:06.000Z,True
5426,Solana,SOL,solana,5,273.6904367965129,24264891157.23139,147.3869,2.95194577,15.78817211,47.08413113,44.99691116,16.47657195,61.60018065,133199900352.77753,3.6498,162168937443.46,,2025-01-19T06:59:00.000Z,2025-01-19T07:00:06.000Z,True
74,Dogecoin,DOGE,dogecoin,7,0.3959723087023276,5591369924.388693,-36.611,-0.218272,-1.2557353,16.54622939,26.78880042,2.1241592,168.5503417,58478899717.580765,1.6029,58478899717.58,,2025-01-19T06:59:00.000Z,2025-01-19T07:00:06.000Z,True
1958,TRON,TRX,tron,10,0.2422924667828416,922869332.8028193,-33.7768,-0.17790943,-0.37367404,1.32098639,-1.58572338,22.31369711,55.3060114,20874850717.63264,0.5722,20874852778.8,,2025-01-19T06:59:00.000Z,2025-01-19T07:00:06.000Z,True
11840,Optimism,OP,optimism-ethereum,52,1.850988515172692,259013000.7536058,10.0638,-1.41711993,-0.27443304,3.29875534,-0.69853816,6.98469416,3.10936089,2502016409.5253143,0.0686,7949935137.94,,2025-01-19T06:58:00.000Z,2025-01-19T07:00:06.000Z,False
4030,Algorand,ALGO,algorand,40,0.4349066614479983,292020437.08093923,-22.5908,-0.01289046,-2.40906688,17.88143527,29.51871896,99.60546717,234.22120854,3644908515.8788223,0.0999,4349066614.48,,2025-01-19T06:59:00.000Z,2025-01-19T07:00:06.000Z,False
3794,Cosmos,ATOM,cosmos,51,6.490976860517326,179718845.8359863,-21.5746,-0.68525136,-3.41453043,-1.77015351,-2.93009196,2.33162428,34.49024671,2537544872.14876,0.0696,2537544872.15,,2025-01-19T06:59:00.000Z,2025-01-19T07:00:06.000Z,False
328,Monero,XMR,monero,37,215.34104336911892,72908372.95560323,-24.6005,-1.54556287,-2.81498343,9.65854383,10.0863321,33.99181012,32.78831176,3972341115.595726,0.1088,3972341115.6,,2025-01-19T06:59:00.000Z,2025-01-19T07:00:06.000Z,False
7278,Aave,AAVE,aave,32,308.82832679936155,497650256.6042256,-11.9929,-1.20963169,-2.88144175,7.12740888,3.75271614,91.50498879,98.31805205,4647361354.450632,0.1274,4941253228.79,21661389269.0671,2025-01-19T06:58:00.000Z,2025-01-19T07:00:06.000Z,False
2,Litecoin,LTC,litecoin,19,120.67803123752311,1176250159.949334,-35.1524,-0.52196745,-5.46550501,16.3482405,21.92860699,41.31128345,63.60416199,9103366842.773428,0.2495,10136954623.95,,2025-01-19T06:59:00.000Z,2025-01-19T07:00:06.000Z,False
6636,Polkadot,DOT,polkadot-new,18,6.856536019590984,345757490.2506503,-8.5365,-0.97624139,-3.81258238,2.24257144,0.19794373,17.3154251,51.43562867,10559538880.036983,0.2894,10559538880.04,,2025-01-19T06:59:00.000Z,2025-01-19T07:00:06.000Z,False
7083,Uniswap,UNI,uniswap,23,13.992989190220367,353145202.73657256,-14.2778,-0.87400169,-1.92330245,2.08625864,11.96598392,53.20003434,81.92950186,8403042410.208379,0.2303,13992989190.22,,2025-01-19T06:59:00.000Z,2025-01-19T07:00:06.000Z,False
5994,Shiba Inu,SHIB,shiba-inu,16,2.2034931589722667e-05,725996874.8389646,-41.2535,-0.15000511,-4.4695175,1.1135621,3.01424838,-9.61044991,15.10448394,12984197473.022936,0.3558,12989777035.43,,2025-01-19T06:58:00.000Z,2025-01-19T07:00:06.000Z,False
18876,ApeCoin,APE,apecoin-ape,111,1.0829998422685454,88205066.2353284,0.8568,-1.12527489,-3.48167323,-2.86042481,-5.50907873,-1.50579723,-26.74504296,815121472.0281817,0.0223,1082999842.27,,2025-01-19T06:59:00.000Z,2025-01-19T07:00:06.000Z,False
23254,Core,CORE,core-dao,110,0.9296531003394624,47418982.12417061,-11.0818,-1.86107076,-5.69522662,-8.1371219,-13.50016764,-1.56414013,-6.03395852,869284724.0298853,0.0238,1952271510.71,,2025-01-19T06:58:00.000Z,2025-01-19T07:00:06.000Z,False
131,Dash,DASH,dash,159,38.65751650587056,90153526.69312212,-20.8067,-0.13051529,-5.1699827,4.5224676,6.70551891,38.75439368,57.07189458,468080332.19613224,0.0128,730627061.96,,2025-01-19T06:59:00.000Z,2025-01-19T07:00:06.000Z,False
6758,SushiSwap,SUSHI,sushiswap,175,1.4890277380869992,76817779.66931407,-17.2906,-0.85478515,-5.45667131,1.50602932,2.63055083,94.21333689,88.72584945,392078657.09439987,0.0107,416770821.26,,2025-01-19T06:58:00.000Z,2025-01-19T07:00:06.000Z,False
20314,Terra,LUNA,terra-luna-v2,244,0.3973412518973955,33900747.71814169,-32.5884,-0.32223653,-2.87243677,-3.62917541,-3.00199441,-3.42718585,4.15147906,282106105.7868951,0.0077,471527664.49,,2025-01-19T06:59:00.000Z,2025-01-19T07:00:06.000Z,False
